"market","status","ldate","litho","rprice","ncore","nthread","bfreq","tdp","memband","temp"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,366,13.1,NA,"100°C"
"Mobile","End of Interactive Support",2010 Q1,45,NA,2,NA,2,35,NA,""
"Desktop","End of Interactive Support",2009 Q3,45,47,2,NA,2.5,65,NA,"74.1°C"
"Mobile","End of Interactive Support",2009 Q1,45,NA,1,NA,2.2,35,NA,"105°C"
"Mobile","End of Interactive Support",2009 Q3,45,NA,1,NA,1.3,10,NA,"100°C"
"Mobile","End of Interactive Support",2008 Q2,65,NA,1,NA,2.26,31,NA,""
"Desktop","End of Interactive Support",2008 Q2,65,NA,2,NA,2,65,NA,"73.3°C"
"Desktop","End of Interactive Support",2006 Q3,65,NA,1,NA,2,35,NA,"60.4°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,500,NA,NA,""
"Mobile","End of Interactive Support",2004 Q2,130,NA,1,NA,1.5,30,NA,"100°C"
"Desktop","End of Interactive Support",1999 Q1,250,NA,1,NA,366,21.7,NA,"85°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.13,23.8,NA,"100°C"
"Desktop","End of Interactive Support",2002 Q1,130,NA,1,NA,1.7,63.5,NA,"76°C"
"Mobile","End of Interactive Support",NA,65,NA,1,NA,1.73,27,NA,"100°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1.1,33,NA,"77°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.4,24.5,NA,"100°C"
"Desktop","End of Interactive Support",2004 Q2,90,NA,1,NA,2.26,73,NA,"67°C"
"Desktop","Launched",2013 Q2,32,37,1,2,2,35,17,"65.5°C"
"Mobile","Launched",2011 Q3,32,NA,1,1,1.3,17,21.3,"100C"
"Mobile","Launched",2011 Q1,45,NA,1,NA,2.3,35,NA,"105°C"
"Mobile","End of Interactive Support",2010 Q1,32,105,2,2,1.06,18,17.1,"90°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,300,11.8,NA,"100°C"
"Desktop","End of Interactive Support",NA,90,NA,1,NA,2.4,84,NA,"67.7°C"
"Mobile","End of Interactive Support",2010 Q1,32,68,2,2,1.86,35,17.1,"90°C"
"Desktop","End of Interactive Support",2009 Q3,45,47,2,NA,2.4,65,NA,"74.1°C"
"Mobile","End of Interactive Support",2008 Q3,45,87,1,NA,1.2,10,NA,"105°C"
"Mobile","End of Interactive Support",2006 Q3,65,NA,1,NA,2,31,NA,"100°C"
"Desktop","End of Life",2006 Q3,65,47,2,NA,2.2,65,NA,"73.3°C"
"Desktop","End of Interactive Support",2007 Q2,65,37,1,NA,1.8,35,NA,"60.4°C"
"Mobile","End of Interactive Support",2006 Q3,65,NA,1,NA,1.73,30,NA,"100°C"
"Desktop","End of Interactive Support",2007 Q1,65,NA,1,NA,1.83,27,NA,"100°C"
"Mobile","End of Interactive Support",NA,180,NA,1,NA,450,15.5,NA,"100°C"
"Mobile","End of Interactive Support",2004 Q2,130,NA,1,NA,1.4,30,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.06,23.2,NA,"100°C"
"Desktop","End of Interactive Support",NA,250,NA,1,NA,333,19.7,NA,"85°C"
"Desktop","End of Interactive Support",NA,130,NA,1,NA,1,27.8,NA,"69°C"
"Mobile","End of Interactive Support",NA,65,NA,1,NA,1.6,27,NA,"100°C"
"Mobile","End of Interactive Support",2003 Q2,130,NA,1,NA,1.3,24.5,NA,"100°C"
"Desktop","End of Interactive Support",2004 Q3,90,NA,1,NA,2.26,73,NA,"67°C"
"Embedded","Launched",2013 Q1,22,95,1,1,1.5,17,25.6,"105"
"Mobile","Launched",2012 Q1,32,NA,1,1,1.4,17,21.3,"100C"
"Mobile","End of Interactive Support",2011 Q1,45,NA,1,NA,1.4,10,NA,"100°C"
"Mobile","End of Interactive Support",NA,NA,NA,1,NA,266,9.8,NA,"100°C"
"Mobile","End of Interactive Support",2010 Q2,32,NA,2,2,1.06,18,12.8,"105°C"
"Embedded","Launched",2010 Q1,45,153,1,2,1.33,30,NA,"64.4°C"
"Mobile","End of Interactive Support",2010 Q1,32,68,2,2,1.86,35,17.1,"90°C"
"Mobile","End of Interactive Support",2009 Q3,45,NA,2,NA,1.2,10,NA,"100°C"
"Mobile","End of Interactive Support",2008 Q3,45,62,2,NA,1.9,35,NA,"105°C"
"Mobile","End of Interactive Support",2008 Q3,45,161,1,NA,1.2,5.5,NA,"105°C"
"Mobile","End of Interactive Support",2008 Q3,65,NA,1,NA,2.16,31,NA,"100°C"
"Desktop","End of Interactive Support",2009 Q2,65,58,2,NA,2.4,65,NA,"73.3°C"
"Desktop","End of Interactive Support",2007 Q4,65,NA,1,NA,1.2,19,NA,"100°C"
"Desktop","End of Interactive Support",2006 Q1,65,NA,1,NA,1.66,27,NA,"100°C"
"Desktop","End of Interactive Support",2007 Q2,65,NA,1,NA,1.6,35,NA,"60.4°C"
"Mobile","End of Interactive Support",2007 Q1,65,NA,1,NA,1.6,30,NA,"100°C,100°C"
"Mobile","End of Interactive Support",2002 Q1,130,NA,1,NA,1.2,20.8,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1,22,NA,"100°C"
"Desktop","End of Interactive Support",1999 Q1,250,NA,1,NA,300,17.8,NA,"85°C"
"Desktop","End of Interactive Support",NA,180,NA,1,NA,1,29,NA,"75°C"
"Mobile","End of Interactive Support",NA,65,NA,1,NA,1.46,27,NA,"100°C"
"Mobile","End of Interactive Support",NA,130,NA,1,NA,1.2,24.5,NA,"100°C"
"Desktop","End of Interactive Support",2005 Q4,90,NA,1,NA,2.13,73,NA,"67°C"
"Server","Launched",2017 Q3,14,316,8,8,1.7,85,NA,"77°C"
"Server","Launched",2017 Q3,14,427,8,16,1.8,85,NA,"77°C"
"Server","Launched",2017 Q3,14,501,8,16,2,70,NA,"90°C"
"Server","Launched",2017 Q3,14,511,8,16,2.1,85,NA,"77°C"
"Server","Launched",2017 Q3,14,483,4,8,2.6,85,NA,"76°C"
"Server","Launched",2017 Q3,14,773,10,20,2.2,85,NA,"92°C"
"Server","Launched",2017 Q3,14,704,10,20,2.2,85,NA,"78°C"
"Server","Launched",2017 Q3,14,1012,12,24,2.1,85,NA,"76°C"
"Server","Announced",2017 Q3,14,NA,12,24,2.1,85,NA,"91°C"
"Server","Launched",2017 Q3,14,1221,10,20,2.4,85,NA,"76°C"
"Server","Launched",2017 Q3,14,1273,12,24,2.3,105,NA,"81°C"
"Server","Announced",2017 Q3,14,NA,14,28,1.9,85,NA,"90°C"
"Server","Launched",2017 Q3,14,1561,14,28,2.2,105,NA,"81°C"
"Server","Launched",2017 Q3,14,1227,4,8,3.6,105,NA,"71°C"
"Server","Launched",2017 Q3,14,1727,14,28,2.2,105,NA,"89°C"
"Server","Launched",2017 Q3,14,1776,12,24,2.6,125,NA,"86°C"
"Server","Launched",2017 Q3,14,1931,12,24,2.6,135,NA,"86°C"
"Server","Launched",2017 Q3,14,1865,12,24,2.6,125,NA,"89°C"
"Server","Launched",2017 Q3,14,1697,6,12,3.4,115,NA,"74°C"
"Server","Launched",2017 Q3,14,1900,16,32,2.1,125,NA,"87°C"
"Server","Launched",2017 Q3,14,2049,16,32,2.1,135,NA,"87°C"
"Server","Launched",2017 Q3,14,1988,16,32,2.1,125,NA,"92°C"
"Server","Launched",2017 Q3,14,2111,14,28,2.6,140,NA,"86°C"
"Server","Launched",2017 Q3,14,5217,8,16,3.2,130,NA,"79°C"
"Server","Launched",2017 Q3,14,2220,8,16,3.2,130,NA,"79°C"
"Server","Launched",2017 Q3,14,2460,12,24,3,150,NA,"85°C"
"Server","Launched",2017 Q3,14,2618,20,40,2,125,NA,"86°C"
"Server","Launched",2017 Q3,14,2767,20,40,2,135,NA,"87°C"
"Server","Launched",2017 Q3,14,2742,20,40,2,125,NA,"94°C"
"Server","Launched",2017 Q3,14,2451,18,36,2.3,140,NA,"91°C"
"Server","Launched",2017 Q3,14,5448,18,36,2.3,140,NA,"91°C"
"Server","Launched",2017 Q3,14,2952,16,32,2.6,150,NA,"85°C"
"Server","Launched",2017 Q3,14,5949,16,32,2.6,150,NA,"85°C"
"Server","Launched",2017 Q3,14,2925,8,16,3.5,150,NA,"75°C"
"Server","Launched",2017 Q3,14,3101,16,32,2.6,160,NA,"87°C"
"Server","Launched",2017 Q3,14,3286,12,24,3.2,165,NA,"76°C"
"Server","Launched",2017 Q3,14,3078,20,40,2.4,150,NA,"86°C"
"Server","Launched",2017 Q3,14,3227,20,40,2.4,160,NA,"87°C"
"Server","Launched",2017 Q3,14,3358,18,36,2.7,165,NA,"89°C"
"Server","Launched",2017 Q3,14,3661,22,44,2.1,140,NA,"92°C"
"Server","Launched",2017 Q3,14,3543,18,36,3,200,NA,"82°C"
"Server","Launched",2017 Q3,14,3115,16,32,2,125,NA,"87°C"
"Server","Launched",2017 Q3,14,7007,4,8,3.6,105,NA,"71°C"
"Server","Launched",2017 Q3,14,7007,12,24,3,150,NA,"85°C"
"Server","Launched",2017 Q3,14,4708,24,48,2.1,150,NA,"85°C"
"Server","Launched",2017 Q3,14,4856,24,48,2.1,160,NA,"87°C"
"Server","Launched",2017 Q3,14,4936,24,48,2.1,150,NA,"93°C"
"Server","Launched",2017 Q3,14,7704,24,48,2.1,150,NA,"85°C"
"Server","Launched",2017 Q3,14,6120,26,52,2,150,NA,"85°C"
"Server","Launched",2017 Q3,14,5890,24,48,2.7,205,NA,"85°C"
"Server","Launched",2017 Q3,14,7411,26,52,2.1,165,NA,"89°C"
"Server","Launched",2017 Q3,14,10409,26,52,2.1,165,NA,"89°C"
"Server","Launched",2017 Q3,14,8719,28,56,2.1,165,NA,"89°C"
"Server","Launched",2017 Q3,14,NA,28,56,2.1,173,NA,"87°C"
"Server","Launched",2017 Q3,14,11722,28,56,2.1,165,NA,"89°C"
"Server","Launched",2017 Q3,14,10009,28,56,2.5,205,NA,"84°C"
"Server","Launched",2017 Q3,14,13011,28,56,2.5,205,NA,"84°C"
"Server","Launched",2016 Q2,14,2170,14,28,2,115,85,"68°C"
"Server","Launched",2016 Q2,14,1502,10,20,2,115,85,"67°C"
"Server","Launched",2016 Q2,14,3003,16,32,2.1,115,85,"69°C"
"Server","Launched",2016 Q2,14,4061,18,36,2.2,140,85,"75°C"
"Server","Launched",2016 Q2,14,4672,18,36,2.4,165,85,"80°C"
"Server","Launched",2016 Q2,14,4672,20,40,2.1,140,85,"76°C"
"Server","Launched",2016 Q2,14,5895,22,44,2.2,150,85,"77°C"
"Server","Launched",2016 Q2,14,7174,24,48,2.2,165,85,"79°C"
"Server","Launched",2016 Q2,14,6841,10,20,2.8,165,85,"79°C"
"Server","Launched",2016 Q2,14,6841,4,8,3.2,140,85,"77°C"
"Server","Launched",2017 Q1,14,8898,24,48,2.4,165,85,"79°C"
"Server","Launched",2015 Q2,22,2170,12,24,2.1,115,85,"70°C"
"Server","Launched",2015 Q2,22,1502,10,20,1.9,115,85,"70°C"
"Server","Launched",2015 Q2,22,3003,14,28,2.2,115,85,"70°C"
"Server","Launched",2015 Q2,22,4061,16,32,2.2,140,85,"75°C"
"Server","Launched",2015 Q2,22,4672,16,32,2.5,165,85,"79°C"
"Server","Launched",2015 Q2,22,4672,18,36,2.1,140,85,"75°C"
"Server","Launched",2015 Q2,22,5895,18,36,2.3,150,85,"77°C"
"Server","Launched",2015 Q2,22,6063,18,36,2,115,85,"70°C"
"Server","Launched",2015 Q2,22,7174,18,36,2.5,165,85,"79°C"
"Server","Launched",2015 Q2,22,6841,10,20,2.8,165,85,"79°C"
"Server","Launched",2015 Q2,22,6841,4,8,3.2,140,85,"75°C"
"Server","Launched",2014 Q1,22,4227,15,30,2.3,130,85,"73°C"
"Server","Launched",2014 Q1,22,5339,15,30,2.5,130,85,"73°C"
"Server","Launched",2014 Q1,22,6451,15,30,2.8,155,85,"77°C"
"Server","Launched",2014 Q1,22,1223,6,12,1.9,105,68,"68°C"
"Server","Launched",2014 Q1,22,1446,8,16,2,105,68,"68°C"
"Server","Launched",2014 Q1,22,2059,10,20,2.2,105,68,"68°C"
"Server","Launched",2014 Q1,22,2837,12,24,2.3,105,68,"68°C"
"Server","Launched",2014 Q1,22,3838,12,24,2.6,130,85,"73°C"
"Server","Launched",2014 Q1,22,4394,15,30,2.3,130,85,"73°C"
"Server","Launched",2014 Q1,22,5506,15,30,2.5,130,85,"73°C"
"Server","Launched",2014 Q1,22,6619,15,30,2.8,155,85,"77°C"
"Server","Launched",2014 Q1,22,6841,6,12,3.4,155,85,"77°C"
"Server","Launched",2014 Q1,22,6841,10,20,3.2,155,85,"77°C"
"Server","Launched",2014 Q1,22,6841,15,30,2.8,155,85,"77°C"
"Server","Launched",2014 Q1,22,5729,15,30,2.2,105,85,"68°C"
"Server","Launched",2014 Q1,22,5729,15,30,2.5,130,85,"73°C"
"Server","Launched",2014 Q1,22,4616,15,30,2.3,130,85,"73°C"
"Server","Launched",2014 Q1,22,3838,12,12,3,130,85,"73°C"
"Server","Launched",2014 Q1,22,3059,12,24,2.3,105,68,"68°C"
"Server","End of Life",2011 Q2,32,1334,8,16,2,105,NA,"64°C"
"Server","End of Life",2011 Q2,32,1779,8,16,2.13,105,NA,"64°C"
"Server","End of Life",2011 Q2,32,2558,10,20,2,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,3670,10,20,2.26,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,4227,10,20,2.4,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,890,6,12,1.86,95,NA,"70°C"
"Server","End of Life",2011 Q2,32,1446,8,16,2,105,NA,"64°C"
"Server","End of Life",2011 Q2,32,2059,8,16,2.13,105,NA,"64°C"
"Server","End of Life",2011 Q2,32,2837,10,20,2,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,3838,10,20,2.26,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,4394,10,20,2.4,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,2280,8,16,2.13,105,NA,"64°C"
"Server","End of Life",2011 Q2,32,2280,8,8,2.66,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,3059,10,20,2,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,4061,10,20,2.26,130,NA,"69°C"
"Server","End of Life",2011 Q2,32,4172,10,20,2.13,105,NA,"64°C"
"Server","End of Life",2011 Q2,32,4616,10,20,2.4,130,NA,"69°C"
"Mobile","Launched",2015 Q1,14,393,2,4,2.6,15,25.6,"105°C"
"Mobile","Launched",2015 Q1,14,426,2,4,2.2,15,25.6,"105°C"
"Desktop","Launched",2015 Q2,14,377,4,8,3.3,65,25.6,""
"Desktop","Launched",2015 Q2,14,348,4,8,3.3,65,29.86,""
"Mobile","Launched",2015 Q2,14,378,4,8,2.7,47,25.6,"105°C"
"Embedded","Launched",2015 Q2,14,378,4,8,2.6,47,25.6,"105°C"
"Mobile","Launched",2015 Q2,14,434,4,8,2.5,47,25.6,"105°C"
"Embedded","Launched",2015 Q2,14,435,4,8,2.7,47,25.6,"105°C"
"Mobile","Launched",2015 Q2,14,434,4,8,2.7,47,25.6,"105°C"
"Mobile","Launched",2015 Q2,14,623,4,8,2.9,47,25.6,"105°C"
"Mobile","Launched",2015 Q1,14,393,2,4,2.4,15,25.6,"105°C"
"Mobile","Launched",2015 Q3,14,281,2,4,900,4.5,29.8,"100°C"
"Desktop","Launched",2015 Q4,14,117,2,4,3.6,54,34.1,"66°C"
"Mobile","Launched",2015 Q3,14,304,2,4,3.1,28,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,304,2,4,2.9,28,34.1,"100°C"
"Mobile","Launched",2016 Q3,14,281,2,4,1,4.5,29.8,"100°C"
"Mobile","Launched",2017 Q1,14,225,2,4,3,35,34.1,"100°C"
"Mobile","Launched",2016 Q3,14,281,2,4,2.4,15,34.1,"100°C"
"Mobile","Launched",2017 Q1,14,NA,2,4,2.8,28,34.1,"100°C"
"Desktop","Launched",2017 Q1,14,117,2,4,3.9,51,NA,"100°C"
"Embedded","Launched",2017 Q1,14,225,2,4,2.9,35,34.1,"100°C"
"Desktop","Launched",2017 Q1,14,117,2,4,3.4,35,NA,"92°C"
"Desktop","Launched",2017 Q1,14,117,2,4,3.4,35,34.1,"88°C"
"Desktop","Launched",2017 Q1,14,117,2,4,3.9,54,34.1,"100°C"
"Embedded","Launched",2017 Q1,14,225,2,4,2.1,25,34.1,"100°C"
"Mobile","Launched",2017 Q2,14,NA,2,4,2.7,15,34.1,"100°C"
"Desktop","Launched",2017 Q1,14,147,2,4,3.5,35,NA,"92°C"
"Desktop","Launched",2017 Q1,14,147,2,4,4,51,NA,"100°C"
"Desktop","Launched",2017 Q1,14,157,2,4,4.1,51,NA,"100°C"
"Desktop","Launched",2017 Q1,14,179,2,4,4.2,60,NA,"100°C"
"Mobile","Launched",2017 Q2,14,281,2,4,1.1,4.5,29.8,"100°C"
"Mobile","Launched",2015 Q3,14,393,2,4,2.5,15,34.1,"100°C"
"Mobile","Announced",2015 Q3,14,NA,2,4,2.2,15,34.1,"100°C"
"Mobile","Announced",2015 Q3,14,NA,2,4,3.3,28,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,393,2,4,2.6,15,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,415,2,4,2.2,15,34.1,"100°C"
"Mobile","Launched",2016 Q1,14,415,2,4,2.4,15,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,378,4,8,2.6,45,34.1,"100°C"
"Mobile","Launched",2016 Q1,14,434,4,8,2.6,45,34.1,"100°C"
"Desktop","Launched",2015 Q3,14,312,4,8,3.4,65,34.1,"71°C"
"Embedded","Launched",2015 Q4,14,303,4,8,2.4,35,34.1,""
"Desktop","Launched",2015 Q3,14,303,4,8,2.8,35,34.1,"66°C"
"Desktop","Launched",2015 Q3,14,350,4,8,4,91,34.1,"64°C"
"Desktop","End of Life",2016 Q2,14,NA,4,8,3.3,65,34.1,"71°C"
"Embedded","Launched",2015 Q4,14,378,4,8,2.8,45,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,378,4,8,2.7,45,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,378,4,8,2.7,45,34.1,"100°C"
"Embedded","Launched",2015 Q4,14,378,4,8,2,25,34.1,"100°C"
"Mobile","Launched",2016 Q1,14,434,4,8,2.7,45,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,568,4,8,2.9,45,34.1,"100°C"
"Mobile","Launched",2016 Q1,14,623,4,8,2.8,45,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,304,2,4,1.8,15,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,281,2,4,2.3,15,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,281,2,4,2.4,15,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,250,4,4,2.3,45,34.1,"100°C"
"Mobile","Launched",2016 Q1,14,306,4,4,2.3,45,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,304,2,4,2,15,34.1,"100°C"
"Embedded","Launched",2015 Q4,14,250,4,4,1.9,25,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,250,4,4,2.6,45,34.1,"100°C"
"Embedded","Launched",2015 Q4,14,250,4,4,2.7,45,34.1,"100°C"
"Desktop","Launched",2015 Q3,14,182,4,4,2.2,35,34.1,"66°C"
"Desktop","Launched",2015 Q3,14,187,4,4,2.7,65,34.1,"71°C"
"Desktop","Launched",2015 Q4,14,187,4,4,2.8,65,34.1,"71°C"
"Embedded","Launched",2015 Q4,14,192,4,4,2.3,35,34.1,""
"Desktop","Launched",2015 Q3,14,192,4,4,2.5,35,34.1,"66°C"
"Desktop","Launched",2015 Q3,14,202,4,4,3.2,65,34.1,"71°C"
"Desktop","End of Life",2016 Q2,14,NA,4,4,2.8,65,34.1,"71°C"
"Desktop","Launched",2015 Q3,14,213,4,4,2.7,35,34.1,"66°C"
"Desktop","Launched",2015 Q3,14,243,4,4,3.5,91,34.1,"64°C"
"Desktop","End of Life",2016 Q2,14,NA,4,4,3.2,65,34.1,"71°C"
"Desktop","Launched",2015 Q3,14,224,4,4,3.3,65,34.1,"71°C"
"Mobile","Launched",2016 Q4,14,281,2,4,2,15,34.1,"100°C"
"Embedded","Launched",2015 Q4,14,117,2,4,2.7,35,34.1,""
"Desktop","Launched",2015 Q3,14,117,2,4,3.2,35,34.1,"66°C"
"Desktop","Launched",2015 Q3,14,117,2,4,3.7,51,34.1,"65°C"
"Mobile","Launched",2015 Q3,14,304,2,4,2.7,28,34.1,"100°C"
"Mobile","Launched",2016 Q3,14,304,2,4,2.4,28,34.1,"100°C"
"Embedded","Launched",2015 Q4,14,225,2,4,1.9,25,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,281,2,4,2.3,15,34.1,"100°C"
"Mobile","Launched",2015 Q3,14,225,2,4,2.7,35,34.1,"100°C"
"Desktop","Launched",2015 Q3,14,157,2,4,3.9,51,34.1,"65°C"
"Desktop","Launched",2015 Q3,14,147,2,4,3.3,35,34.1,"66°C"
"Embedded","Launched",2015 Q4,14,225,2,4,2.7,35,34.1,"100°C"
"Desktop","Launched",2015 Q3,14,147,2,4,3.8,51,34.1,"65°C"
"Mobile","Launched",2015 Q3,14,281,2,4,1.1,4.5,29.8,"100°C"
"Mobile","Launched",2015 Q3,14,281,2,4,1.1,4.5,29.8,"100°C"
"Mobile","Launched",2015 Q3,14,393,2,4,1.2,4.5,29.8,"100°C"
"Mobile","Launched",2015 Q1,14,426,2,4,2,15,25.6,"105°C"
"Mobile","Launched",2015 Q1,14,426,2,4,3.1,28,25.6,"105°C"
